City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
235,san quintin,MX,2022-06-02 22:00:49,30.4833,-115.95,66.69,66,1,9.37,clear sky,0.0,0
236,moranbah,AU,2022-06-02 22:00:50,-22.0016,148.0466,63.27,76,31,8.43,scattered clouds,0.0,0
237,jinchang,CN,2022-06-02 22:00:50,38.4953,102.1739,59.22,82,100,5.7,overcast clouds,0.0,0
238,skelleftea,SE,2022-06-02 22:00:51,64.7507,20.9528,50.0,69,100,10.36,moderate rain,0.0,0
239,jeremie,HT,2022-06-02 22:00:51,18.65,-74.1167,83.86,68,90,5.17,overcast clouds,0.0,0
240,qingquan,CN,2022-06-02 22:00:52,30.4511,115.2559,74.91,92,69,5.86,broken clouds,0.0,0
241,cabo san lucas,MX,2022-06-02 21:58:15,22.8909,-109.9124,86.61,64,7,14.32,clear sky,0.0,0
242,necochea,AR,2022-06-02 22:00:52,-38.5473,-58.7368,45.09,66,82,4.56,broken clouds,0.0,0
243,omboue,GA,2022-06-02 22:00:53,-1.5746,9.2618,73.56,95,68,7.0,light rain,0.0,0
244,redmond,US,2022-06-02 22:00:53,47.674,-122.1215,78.6,60,100,5.99,overcast clouds,0.0,0
245,vallenar,CL,2022-06-02 22:00:54,-28.5708,-70.7581,59.14,41,75,3.24,broken clouds,0.0,0
246,whitehorse,CA,2022-06-02 22:00:54,60.7161,-135.0538,78.03,19,97,8.99,overcast clouds,0.0,0
247,biak,ID,2022-06-02 22:00:55,-0.9131,122.8766,76.1,77,95,2.48,overcast clouds,0.0,0
248,gigmoto,PH,2022-06-02 22:00:55,13.7796,124.39,81.09,83,83,5.26,broken clouds,0.0,0
249,victoria,HK,2022-06-02 21:57:57,22.2855,114.1577,84.38,87,78,11.01,broken clouds,0.0,0
250,chongwe,ZM,2022-06-02 22:00:56,-15.3292,28.682,52.2,83,6,5.64,clear sky,0.0,0
251,kyzyl-suu,KG,2022-06-02 22:00:56,42.3414,78.0056,50.9,56,74,5.41,broken clouds,0.0,0
252,port-gentil,GA,2022-06-02 22:00:56,-0.7193,8.7815,75.96,90,99,11.7,overcast clouds,0.0,0
253,hosakote,IN,2022-06-02 22:00:57,14.2769,77.1699,76.01,74,99,13.29,overcast clouds,0.0,0
254,tura,IN,2022-06-02 22:00:57,25.5198,90.2201,72.82,97,26,4.79,light rain,0.0,0
255,nyrob,RU,2022-06-02 22:00:58,60.733,56.7202,49.05,63,91,5.01,overcast clouds,0.0,0
256,mkushi,ZM,2022-06-02 22:00:58,-13.6202,29.3939,52.56,90,58,6.76,broken clouds,0.0,0
257,highland springs,US,2022-06-02 22:00:59,37.546,-77.3278,93.65,51,75,10.36,broken clouds,0.0,0
258,xiongyue,CN,2022-06-02 22:00:59,40.1774,122.1228,63.05,86,10,10.16,clear sky,0.0,0
259,honiara,SB,2022-06-02 22:00:59,-9.4333,159.95,82.44,78,12,7.2,few clouds,0.0,0
260,imbituba,BR,2022-06-02 22:01:00,-28.24,-48.6703,56.86,98,100,3.0,overcast clouds,0.0,0
261,zhangjiakou,CN,2022-06-02 22:01:00,40.81,114.8794,73.76,28,100,4.47,overcast clouds,0.0,0
262,nichinan,JP,2022-06-02 22:01:00,31.6,131.3667,65.88,83,93,1.03,overcast clouds,0.0,0
263,hasaki,JP,2022-06-02 22:01:01,35.7333,140.8333,70.2,79,61,12.77,broken clouds,0.0,0
264,naze,JP,2022-06-02 22:01:02,28.3667,129.4833,71.4,89,100,11.27,light rain,0.0,0
265,jilib,SO,2022-06-02 22:01:02,0.4883,42.7854,72.03,93,95,4.85,overcast clouds,0.0,0
266,boyolangu,ID,2022-06-02 22:01:03,-8.1181,111.8935,75.51,90,89,2.15,overcast clouds,0.0,0
267,conde,BR,2022-06-02 22:01:04,-7.2597,-34.9075,75.13,87,64,6.06,broken clouds,0.0,0
268,matamoros,MX,2022-06-02 22:00:34,25.5333,-103.25,96.76,18,9,18.3,clear sky,0.0,0
269,puerto carreno,CO,2022-06-02 22:01:06,6.189,-67.4859,76.32,87,100,2.93,overcast clouds,0.0,0
270,wanning,CN,2022-06-02 22:01:06,18.8003,110.3967,80.28,92,77,9.91,broken clouds,0.0,0
271,codajas,BR,2022-06-02 22:01:07,-3.8367,-62.0569,75.79,96,82,2.77,broken clouds,0.0,0
272,broken hill,AU,2022-06-02 21:58:03,-31.95,141.4333,47.23,83,100,4.99,overcast clouds,0.0,0
273,atar,MR,2022-06-02 21:58:55,20.5169,-13.0499,92.28,24,99,13.94,overcast clouds,0.0,0
274,bagotville,AU,2022-06-02 22:01:08,-28.9833,153.4167,50.85,92,20,4.18,few clouds,0.0,0
275,miri,MY,2022-06-02 22:01:09,4.4148,114.0089,75.11,85,79,4.21,broken clouds,0.0,0
276,ann arbor,US,2022-06-02 21:58:21,42.2776,-83.7409,74.91,46,4,3.0,clear sky,0.0,0
277,mnogovershinnyy,RU,2022-06-02 22:01:09,53.9353,139.9242,47.95,52,64,2.89,broken clouds,0.0,0
278,namatanai,PG,2022-06-02 22:01:10,-3.6667,152.4333,81.39,73,58,4.0,broken clouds,0.0,0
279,crepy-en-valois,FR,2022-06-02 22:01:10,49.2336,2.8881,63.91,70,89,6.4,overcast clouds,0.0,0
280,joliette,CA,2022-06-02 22:01:07,46.0168,-73.4492,72.79,63,92,5.19,overcast clouds,0.0,0
281,hirara,JP,2022-06-02 22:01:11,24.8,125.2833,75.47,100,75,16.11,broken clouds,0.0,0
282,lashio,MM,2022-06-02 22:01:12,22.9333,97.75,68.58,97,100,1.48,overcast clouds,0.0,0
283,kenai,US,2022-06-02 22:01:12,60.5544,-151.2583,75.02,49,26,6.73,scattered clouds,0.0,0
284,tiksi,RU,2022-06-02 22:01:13,71.6872,128.8694,33.15,95,100,4.29,overcast clouds,0.0,0
285,chapais,CA,2022-06-02 22:01:13,49.7834,-74.8492,58.59,70,100,3.53,overcast clouds,0.0,0
286,avera,US,2022-06-02 22:01:15,33.194,-82.5271,93.54,26,26,7.87,scattered clouds,0.0,0
287,san angelo,US,2022-06-02 22:01:15,31.4638,-100.437,82.62,63,20,9.22,few clouds,0.0,0
288,leshukonskoye,RU,2022-06-02 22:01:15,64.8989,45.7622,56.59,52,72,7.61,broken clouds,0.0,0
289,arcola,IT,2022-06-02 22:01:16,44.1185,9.9127,72.9,68,56,1.01,broken clouds,0.0,0
290,praia da vitoria,PT,2022-06-02 22:01:16,38.7333,-27.0667,63.75,95,70,3.06,broken clouds,0.0,0
291,chake chake,TZ,2022-06-02 22:01:17,-5.2459,39.7666,76.73,77,13,13.78,few clouds,0.0,0
292,severo-kurilsk,RU,2022-06-02 22:01:17,50.6789,156.125,43.45,90,100,7.63,overcast clouds,0.0,0
293,parvatipuram,IN,2022-06-02 22:01:18,18.7833,83.4333,81.64,85,78,1.86,broken clouds,0.0,0
294,mirnyy,RU,2022-06-02 22:01:09,62.5353,113.9611,58.5,56,58,8.93,broken clouds,0.0,0
295,torbay,CA,2022-06-02 22:01:18,47.6666,-52.7314,41.29,95,100,21.99,overcast clouds,0.0,0
296,norilsk,RU,2022-06-02 22:01:19,69.3535,88.2027,34.43,90,87,7.05,overcast clouds,0.0,0
297,zakupy,CZ,2022-06-02 22:01:19,50.6848,14.6452,54.54,78,77,3.33,broken clouds,0.0,0
298,cuajinicuilapa,MX,2022-06-02 22:01:19,16.4667,-98.4167,85.73,59,88,9.08,overcast clouds,0.0,0
299,tinskoy,RU,2022-06-02 22:01:20,56.1525,96.9161,41.09,95,100,6.91,overcast clouds,0.0,0
300,ust-ishim,RU,2022-06-02 22:01:20,57.6935,71.1665,33.12,60,33,4.7,scattered clouds,0.0,0
301,cabedelo,BR,2022-06-02 22:00:45,-6.9811,-34.8339,78.37,81,56,7.36,broken clouds,0.0,0
302,chekhov,RU,2022-06-02 22:01:21,55.1431,37.4711,64.35,96,100,4.32,overcast clouds,0.0,0
303,uige,AO,2022-06-02 21:56:44,-7.6087,15.0613,66.29,57,5,2.44,clear sky,0.0,0
304,itoman,JP,2022-06-02 22:01:21,26.1247,127.6694,77.02,100,75,3.44,broken clouds,0.0,0
305,eureka,US,2022-06-02 22:01:22,40.8021,-124.1637,78.67,64,62,5.01,broken clouds,0.0,0
306,seddon,AU,2022-06-02 22:01:22,-37.8068,144.8916,48.31,80,75,13.8,broken clouds,0.0,0
307,ostrovnoy,RU,2022-06-02 22:01:23,68.0531,39.5131,44.44,69,100,17.31,overcast clouds,0.0,0
308,bandarbeyla,SO,2022-06-02 22:01:23,9.4942,50.8122,78.49,82,84,28.05,broken clouds,0.0,0
309,dunedin,NZ,2022-06-02 22:01:24,-45.8742,170.5036,47.8,71,100,14.0,overcast clouds,0.0,0
310,nara,JP,2022-06-02 22:01:24,34.6851,135.8049,70.5,62,7,2.33,clear sky,0.0,0
311,guerrero negro,MX,2022-06-02 21:56:43,27.9769,-114.0611,72.37,52,0,15.88,clear sky,0.0,0
312,akyab,MM,2022-06-02 22:01:25,20.15,92.9,80.71,83,100,6.33,heavy intensity rain,0.0,0
313,bitkine,TD,2022-06-02 22:01:25,11.9801,18.2138,88.52,31,5,7.92,clear sky,0.0,0
314,neyshabur,IR,2022-06-02 22:01:25,36.2133,58.7958,71.49,21,0,1.79,clear sky,0.0,0
315,nagato,JP,2022-06-02 22:01:26,34.3833,131.2,62.2,84,5,5.21,clear sky,0.0,0
316,placido de castro,BR,2022-06-02 22:01:26,-10.3353,-67.1856,75.74,95,100,1.07,overcast clouds,0.0,0
317,pecos,US,2022-06-02 22:00:10,31.4229,-103.4932,78.89,53,75,12.66,broken clouds,0.0,0
318,vanimo,PG,2022-06-02 22:01:27,-2.6741,141.3028,79.99,81,13,6.4,few clouds,0.0,0
319,skjervoy,NO,2022-06-02 21:59:37,70.0311,20.9714,53.6,64,71,10.09,broken clouds,0.0,0
320,bichena,ET,2022-06-02 22:01:28,10.45,38.2,62.04,34,56,3.0,broken clouds,0.0,0
321,abashiri,JP,2022-06-02 22:01:28,44.0213,144.2697,47.95,87,100,5.01,light rain,0.0,0
322,campbell river,CA,2022-06-02 22:00:13,50.0163,-125.2446,68.59,54,98,8.55,overcast clouds,0.0,0
323,isangel,VU,2022-06-02 22:01:28,-19.55,169.2667,78.6,80,99,10.49,overcast clouds,0.0,0
324,semporna,MY,2022-06-02 22:01:29,4.4818,118.6112,79.18,84,100,3.04,overcast clouds,0.0,0
325,alofi,NU,2022-06-02 22:01:29,-19.0595,-169.9187,79.12,75,45,24.07,scattered clouds,0.0,0
326,penalva,BR,2022-06-02 21:57:28,-3.2942,-45.1736,74.48,96,93,2.24,overcast clouds,0.0,0
327,sambava,MG,2022-06-02 22:01:30,-14.2667,50.1667,71.49,91,100,11.59,light rain,0.0,0
328,sfantu gheorghe,RO,2022-06-02 22:01:30,45.8667,25.7833,65.26,93,100,0.63,overcast clouds,0.0,0
329,henties bay,NA,2022-06-02 22:01:30,-22.116,14.2845,64.47,47,2,6.13,clear sky,0.0,0
330,maxixe,MZ,2022-06-02 22:01:31,-23.8597,35.3472,68.83,72,88,6.93,overcast clouds,0.0,0
331,pali,IN,2022-06-02 21:59:01,25.7667,73.3333,85.89,48,46,14.7,scattered clouds,0.0,0
332,jardim,BR,2022-06-02 22:01:31,-21.4803,-56.1381,63.32,80,82,7.78,broken clouds,0.0,0
333,brae,GB,2022-06-02 22:01:32,60.3964,-1.353,47.52,87,56,11.81,broken clouds,0.0,0
334,sola,VU,2022-06-02 22:01:32,-13.8833,167.55,81.37,75,51,13.4,broken clouds,0.0,0
335,qostanay,KZ,2022-06-02 22:01:32,53.1667,63.5833,59.29,67,0,11.18,clear sky,0.0,0
336,usta muhammad,PK,2022-06-02 22:01:33,28.1794,68.0445,90.63,5,0,6.6,clear sky,0.0,0
337,stuttgart,DE,2022-06-02 22:00:14,48.7823,9.177,61.81,77,0,2.3,clear sky,0.0,0
338,namyslow,PL,2022-06-02 22:01:33,51.0759,17.7228,51.4,74,8,4.52,clear sky,0.0,0
339,fort nelson,CA,2022-06-02 22:01:34,58.8053,-122.7002,79.48,18,36,1.68,scattered clouds,0.0,0
340,buin,CL,2022-06-02 22:01:34,-33.7333,-70.75,59.05,65,100,1.59,moderate rain,0.0,0
341,mackenzie,CA,2022-06-02 22:01:35,55.2999,-123.1698,73.15,23,47,10.18,scattered clouds,0.0,0
342,ulladulla,AU,2022-06-02 22:01:35,-35.35,150.4667,48.09,74,100,6.44,overcast clouds,0.0,0
343,paita,PE,2022-06-02 22:01:36,-5.0892,-81.1144,68.27,74,9,17.05,clear sky,0.0,0
344,sao miguel do araguaia,BR,2022-06-02 22:01:37,-13.275,-50.1628,79.99,35,65,2.8,broken clouds,0.0,0
345,deputatskiy,RU,2022-06-02 22:00:26,69.3,139.9,42.55,70,100,4.0,overcast clouds,0.0,0
346,belyy yar,RU,2022-06-02 22:01:37,53.6039,91.3903,44.85,72,0,6.71,clear sky,0.0,0
347,bairiki,KI,2022-06-02 22:01:38,1.3292,172.9752,80.02,71,99,2.68,overcast clouds,0.0,0
348,velizh,RU,2022-06-02 22:01:38,55.6056,31.1967,52.41,99,100,7.49,light rain,0.0,0
349,opuwo,NA,2022-06-02 22:01:38,-18.0607,13.84,57.2,36,2,10.22,clear sky,0.0,0
350,porto velho,BR,2022-06-02 22:01:39,-8.7619,-63.9039,77.05,94,20,3.44,few clouds,0.0,0
351,blankenberge,BE,2022-06-02 22:01:39,51.3131,3.1323,57.96,70,7,3.0,clear sky,0.0,0
352,road town,VG,2022-06-02 22:00:16,18.4167,-64.6167,82.0,75,39,12.15,scattered clouds,0.0,0
353,totness,SR,2022-06-02 22:01:39,5.8833,-56.3167,76.08,89,99,6.76,overcast clouds,0.0,0
354,mach,PK,2022-06-02 22:01:40,29.8637,67.3298,77.74,8,0,10.49,clear sky,0.0,0
355,puerto gaitan,CO,2022-06-02 22:01:09,4.3133,-72.0816,82.09,75,63,4.41,broken clouds,0.0,0
356,am timan,TD,2022-06-02 22:01:40,11.0297,20.2827,88.27,30,81,6.08,broken clouds,0.0,0
357,portland,US,2022-06-02 21:57:29,45.5234,-122.6762,78.75,60,100,4.0,overcast clouds,0.0,0
358,noyabrsk,RU,2022-06-02 22:01:41,63.1994,75.4507,29.8,90,99,20.42,light snow,0.0,0
359,cotonou,BJ,2022-06-02 22:01:41,6.3654,2.4183,81.86,80,59,12.33,broken clouds,0.0,0
360,anadyr,RU,2022-06-02 22:01:11,64.75,177.4833,50.5,62,20,8.95,fog,0.0,0
361,kamyshlov,RU,2022-06-02 22:01:42,56.8428,62.7111,52.77,90,85,7.23,overcast clouds,0.0,0
362,ilulissat,GL,2022-06-02 22:01:42,69.2167,-51.1,35.62,69,25,4.61,scattered clouds,0.0,0
363,weiser,US,2022-06-02 22:01:42,44.251,-116.9693,83.89,28,100,3.0,overcast clouds,0.0,0
364,bay roberts,CA,2022-06-02 22:01:43,47.5999,-53.2648,42.06,90,100,7.0,overcast clouds,0.0,0
365,manokwari,ID,2022-06-02 22:01:43,-0.8667,134.0833,79.5,72,31,3.91,scattered clouds,0.0,0
366,yerbogachen,RU,2022-06-02 22:01:43,61.2767,108.0108,53.69,86,100,3.44,overcast clouds,0.0,0
367,middle island,US,2022-06-02 22:01:44,40.8843,-72.9373,69.84,93,100,9.22,heavy intensity rain,0.0,0
368,el alto,PE,2022-06-02 22:01:44,-4.2714,-81.2147,67.77,71,24,16.24,few clouds,0.0,0
369,paamiut,GL,2022-06-02 22:01:45,61.994,-49.6678,37.62,75,45,4.47,scattered clouds,0.0,0
370,husavik,IS,2022-06-02 22:01:45,66.0449,-17.3389,46.08,96,100,6.96,overcast clouds,0.0,0
371,homer,US,2022-06-02 22:01:46,59.6425,-151.5483,73.04,36,2,1.52,clear sky,0.0,0
372,khorixas,NA,2022-06-02 22:01:46,-20.3667,14.9667,60.6,29,81,10.6,broken clouds,0.0,0
373,grindavik,IS,2022-06-02 22:01:46,63.8424,-22.4338,48.67,81,100,12.66,overcast clouds,0.0,0
374,petukhovo,RU,2022-06-02 22:01:47,55.0692,67.9019,54.36,90,89,7.11,light rain,0.0,0
375,saint-pierre,RE,2022-06-02 22:01:47,-21.3393,55.4781,69.48,68,0,6.91,clear sky,0.0,0
376,mbuguni,TZ,2022-06-02 22:01:47,-3.5667,36.95,62.29,74,99,2.86,overcast clouds,0.0,0
377,vestmannaeyjar,IS,2022-06-02 22:01:48,63.4427,-20.2734,48.02,75,91,8.5,overcast clouds,0.0,0
378,tall kayf,TR,2022-06-02 22:01:48,37.0833,41.0667,86.07,14,10,6.29,clear sky,0.0,0
379,oil city,US,2022-06-02 21:57:05,41.4339,-79.7064,68.18,74,89,1.01,overcast clouds,0.0,0
380,yuanping,CN,2022-06-02 22:01:49,38.7153,112.7575,67.17,43,76,0.11,broken clouds,0.0,0
381,margate,GB,2022-06-02 22:01:26,51.3813,1.3862,56.3,77,7,3.0,clear sky,0.0,0
382,nipawin,CA,2022-06-02 22:01:49,53.3668,-104.0009,59.02,28,30,16.75,scattered clouds,0.0,0
383,asau,RO,2022-06-02 22:01:49,46.4333,26.4,63.52,94,93,3.06,overcast clouds,0.0,0
384,arteaga,MX,2022-06-02 22:01:50,18.4667,-102.4167,83.46,41,4,7.85,clear sky,0.0,0
385,aksarka,RU,2022-06-02 22:01:50,66.5606,67.7975,29.57,67,38,22.64,scattered clouds,0.0,0
386,chebarkul,RU,2022-06-02 22:01:50,54.9749,60.3633,55.96,81,61,6.73,broken clouds,0.0,0
387,thunder bay,CA,2022-06-02 21:57:59,48.4001,-89.3168,73.38,21,75,23.02,broken clouds,0.0,0
388,pangnirtung,CA,2022-06-02 22:01:51,66.1451,-65.7125,37.78,99,99,2.89,overcast clouds,0.0,0
389,samarinda,ID,2022-06-02 22:01:51,-0.5,117.15,73.24,99,82,0.63,broken clouds,0.0,0
390,khatanga,RU,2022-06-02 22:01:52,71.9667,102.5,45.88,80,94,15.57,overcast clouds,0.0,0
391,lasa,IT,2022-06-02 22:01:52,46.6166,10.7002,60.37,86,83,2.3,broken clouds,0.0,0
392,fare,PF,2022-06-02 22:01:52,-16.7,-151.0167,78.55,79,100,13.35,light rain,0.0,0
393,port lincoln,AU,2022-06-02 21:57:29,-34.7333,135.8667,52.7,87,96,17.63,overcast clouds,0.0,0
394,port elizabeth,ZA,2022-06-02 22:01:53,-33.918,25.5701,50.31,95,0,2.3,clear sky,0.0,0
395,luanda,AO,2022-06-02 22:01:53,-8.8368,13.2343,73.4,94,20,6.91,few clouds,0.0,0
396,fethiye,TR,2022-06-02 22:01:53,36.6217,29.1164,75.07,66,38,5.19,scattered clouds,0.0,0
397,lavrentiya,RU,2022-06-02 22:01:54,65.5833,-171.0,41.63,80,58,6.51,broken clouds,0.0,0
398,komsomolskiy,UZ,2022-06-02 22:01:54,40.4272,71.7189,73.81,28,85,1.95,overcast clouds,0.0,0
399,takoradi,GH,2022-06-02 22:01:55,4.8845,-1.7554,79.34,86,46,9.89,scattered clouds,0.0,0
400,springfield,US,2022-06-02 21:58:03,37.2153,-93.2982,75.27,57,100,3.0,overcast clouds,0.0,0
401,merauke,ID,2022-06-02 22:01:55,-8.4667,140.3333,78.84,86,79,10.0,broken clouds,0.0,0
402,immenstadt,DE,2022-06-02 22:01:55,47.561,10.2199,60.58,81,47,4.47,scattered clouds,0.0,0
403,manzil salim,TN,2022-06-02 22:01:56,35.8567,8.4765,81.99,28,79,9.1,broken clouds,0.0,0
404,solton,RU,2022-06-02 22:01:56,52.8429,86.4787,41.47,93,64,5.1,broken clouds,0.0,0
405,kapit,MY,2022-06-02 22:01:56,2.0167,112.9333,71.78,100,100,1.14,overcast clouds,0.0,0
406,dhuwaran,IN,2022-06-02 22:01:57,22.2333,72.8,85.48,44,96,6.38,overcast clouds,0.0,0
407,sanmenxia,CN,2022-06-02 22:00:28,34.7747,111.1814,74.86,57,24,4.74,few clouds,0.0,0
408,gerash,IR,2022-06-02 22:01:58,27.6652,54.1371,79.66,18,0,5.01,clear sky,0.0,0
409,marsh harbour,BS,2022-06-02 22:01:58,26.5412,-77.0636,81.34,69,14,7.83,few clouds,0.0,0
410,imeni poliny osipenko,RU,2022-06-02 22:01:58,52.4201,136.4853,39.69,96,100,10.27,light rain,0.0,0
411,pristen,RU,2022-06-02 22:01:59,51.2355,36.6959,61.88,95,91,6.06,overcast clouds,0.0,0
412,kuching,MY,2022-06-02 22:00:13,1.55,110.3333,75.42,94,20,0.0,few clouds,0.0,0
413,taoudenni,ML,2022-06-02 22:01:59,22.6783,-3.9836,99.12,11,65,11.32,broken clouds,0.0,0
414,nemuro,JP,2022-06-02 22:02:00,43.3236,145.575,44.02,97,100,15.3,moderate rain,0.0,0
415,aykhal,RU,2022-06-02 22:02:00,66.0,111.5,54.32,63,81,13.4,broken clouds,0.0,0
416,maua,BR,2022-06-02 21:59:15,-23.6678,-46.4614,62.4,84,100,4.97,overcast clouds,0.0,0
417,mahdasht,IR,2022-06-02 22:02:02,35.7299,50.8111,82.62,39,7,9.91,clear sky,0.0,0
418,machico,PT,2022-06-02 22:02:02,32.7,-16.7667,67.71,81,40,5.75,scattered clouds,0.0,0
419,dabakala,CI,2022-06-02 22:02:02,8.3667,-4.4333,73.45,88,100,1.43,overcast clouds,0.0,0
420,harper,LR,2022-06-02 22:01:24,4.375,-7.7169,78.57,86,49,8.93,scattered clouds,0.0,0
421,nhamunda,BR,2022-06-02 22:02:03,-2.1861,-56.7131,76.95,90,49,2.13,scattered clouds,0.0,0
422,matara,LK,2022-06-02 22:02:03,5.9485,80.5353,77.61,88,91,13.22,moderate rain,0.0,0
423,khorol,UA,2022-06-02 22:02:04,49.7837,33.2783,61.57,92,74,5.75,light rain,0.0,0
424,weligama,LK,2022-06-02 22:02:04,5.9667,80.4167,77.92,88,89,13.98,overcast clouds,0.0,0
425,vila franca do campo,PT,2022-06-02 22:01:29,37.7167,-25.4333,63.01,88,53,3.67,broken clouds,0.0,0
426,kuryk,KZ,2022-06-02 22:02:04,43.2,51.65,76.57,37,42,22.86,scattered clouds,0.0,0
427,kavieng,PG,2022-06-02 22:02:05,-2.5744,150.7967,82.51,68,83,8.84,broken clouds,0.0,0
428,kolda,SN,2022-06-02 22:02:05,12.8833,-14.95,84.16,66,67,15.77,moderate rain,0.0,0
429,shingu,JP,2022-06-02 22:02:05,33.7333,135.9833,69.17,68,1,2.53,clear sky,0.0,0
430,cockburn town,TC,2022-06-02 22:02:06,21.4612,-71.1419,80.47,77,100,11.74,overcast clouds,0.0,0
431,lata,PT,2022-06-02 22:02:06,40.1629,-8.3327,55.9,95,28,2.68,scattered clouds,0.0,0
432,clyde river,CA,2022-06-02 22:02:06,70.4692,-68.5914,35.74,98,100,6.13,overcast clouds,0.0,0
433,warrington,GB,2022-06-02 22:00:31,53.3925,-2.5802,60.87,82,20,9.22,light rain,0.0,0
434,baykit,RU,2022-06-02 22:02:07,61.67,96.37,37.24,98,100,9.13,moderate rain,0.0,0
435,northam,GB,2022-06-02 22:02:07,51.0333,-4.2167,55.62,69,4,5.37,clear sky,0.0,0
436,rabo de peixe,PT,2022-06-02 22:02:08,37.8,-25.5833,62.11,94,75,10.36,broken clouds,0.0,0
437,qala,AZ,2022-06-02 22:02:08,40.4418,50.1681,66.09,77,0,4.61,clear sky,0.0,0
438,vera cruz,BR,2022-06-02 22:02:09,-12.6333,-41.0333,73.36,68,97,3.8,overcast clouds,0.0,0
439,kashi,CN,2022-06-02 22:02:09,39.4547,75.9797,71.31,19,100,4.76,overcast clouds,0.0,0
440,klaksvik,FO,2022-06-02 22:02:10,62.2266,-6.589,43.72,90,70,7.31,broken clouds,0.0,0
441,tuatapere,NZ,2022-06-02 22:02:10,-46.1333,167.6833,46.6,85,100,8.1,overcast clouds,0.0,0
442,lumeje,AO,2022-06-02 22:02:10,-11.55,20.7833,56.48,53,17,7.45,few clouds,0.0,0
443,gaoual,GN,2022-06-02 22:02:11,11.75,-13.2,77.54,87,100,7.05,overcast clouds,0.0,0
444,ixtapa,MX,2022-06-02 21:57:50,20.7,-105.2,81.23,68,5,4.0,clear sky,0.0,0
445,kununurra,AU,2022-06-02 22:02:11,-15.7667,128.7333,75.18,94,75,4.61,broken clouds,0.0,0
446,namie,JP,2022-06-02 22:02:12,37.4833,141.0,61.99,88,100,1.66,overcast clouds,0.0,0
447,ejura,GH,2022-06-02 22:02:12,7.3856,-1.3562,75.4,87,42,4.65,light rain,0.0,0
448,pangody,RU,2022-06-02 22:02:12,65.85,74.4859,29.32,90,100,21.43,overcast clouds,0.0,0
449,cayenne,GF,2022-06-02 22:00:02,4.9333,-52.3333,80.64,1,100,3.44,overcast clouds,0.0,0
450,babushkin,RU,2022-06-02 22:02:13,51.7122,105.8647,47.25,94,46,0.2,scattered clouds,0.0,0
451,lalmohan,BD,2022-06-02 22:02:13,22.3384,90.7419,83.01,83,100,13.65,overcast clouds,0.0,0
452,cherskiy,RU,2022-06-02 22:02:13,68.75,161.3,40.23,71,100,13.89,overcast clouds,0.0,0
453,trelleborg,SE,2022-06-02 22:02:14,55.3751,13.1569,54.34,91,43,16.93,scattered clouds,0.0,0
454,talcher,IN,2022-06-02 22:02:14,20.95,85.2167,82.04,88,99,8.79,overcast clouds,0.0,0
455,eustis,US,2022-06-02 22:02:14,28.8528,-81.6853,90.07,55,20,8.05,few clouds,0.0,0
456,mayumba,GA,2022-06-02 22:02:15,-3.432,10.6554,72.68,95,36,2.57,light rain,0.0,0
457,povenets,RU,2022-06-02 22:02:15,62.8487,34.8262,51.26,99,97,4.7,overcast clouds,0.0,0
458,faratsiho,MG,2022-06-02 22:02:16,-19.4,46.95,48.36,83,46,8.16,scattered clouds,0.0,0
459,bilibino,RU,2022-06-02 22:02:16,68.0546,166.4372,44.24,65,87,16.84,overcast clouds,0.0,0
460,baijiantan,CN,2022-06-02 22:02:16,45.6333,85.1833,60.8,33,2,8.7,clear sky,0.0,0
461,olafsvik,IS,2022-06-02 22:02:17,64.8945,-23.7142,47.28,83,100,14.7,overcast clouds,0.0,0
462,great yarmouth,GB,2022-06-02 22:02:17,52.6083,1.7305,54.01,79,35,10.98,scattered clouds,0.0,0
463,coruripe,BR,2022-06-02 22:02:17,-10.1256,-36.1756,76.6,87,48,6.17,scattered clouds,0.0,0
464,santa luzia,BR,2022-06-02 21:59:41,-19.7697,-43.8514,76.28,58,0,4.61,clear sky,0.0,0
465,zavallya,UA,2022-06-02 22:02:18,48.2135,30.0156,62.51,94,73,7.54,broken clouds,0.0,0
466,stryn,NO,2022-06-02 22:02:18,61.9045,6.7226,56.14,92,100,1.01,overcast clouds,0.0,0
467,manggar,ID,2022-06-02 22:02:18,-2.8833,108.2667,79.77,82,77,8.21,heavy intensity rain,0.0,0
468,nueva loja,EC,2022-06-02 22:02:19,0.0847,-76.8828,82.31,72,19,1.9,few clouds,0.0,0
469,zaysan,KZ,2022-06-02 22:02:19,47.4667,84.8667,47.75,46,3,7.9,clear sky,0.0,0
470,opotiki,NZ,2022-06-02 22:02:20,-38.0833,177.2833,61.39,92,92,5.79,overcast clouds,0.0,0
471,chernyshevskiy,RU,2022-06-02 22:02:20,63.0128,112.4714,57.07,53,26,9.19,scattered clouds,0.0,0
472,codrington,AU,2022-06-02 22:02:20,-38.2667,141.9667,47.48,67,100,16.06,light rain,0.0,0
473,tommot,RU,2022-06-02 22:02:21,58.9564,126.2925,54.3,64,0,4.14,clear sky,0.0,0
474,fuzhou,CN,2022-06-02 22:02:21,26.0614,119.3061,74.57,99,100,0.56,light rain,0.0,0
475,minudasht,IR,2022-06-02 22:02:21,37.2289,55.3747,73.63,40,3,2.35,clear sky,0.0,0
